persona_id,w1_before,w1_after,delta,pct_change,model
SVK_Male_50-64_Lower,0.2760416666666667,0.3179861111111111,0.041944444444444395,15.194968553459102,qwen
SVK_Male_50-64_Medium,0.2777777781111111,0.2777777781111111,0,0,qwen
SVK_Male_65+_Higher,0.32294117622222224,0.33477124133333336,0.011830065111111121,3.6632259935074423,qwen
SVK_Male_65+_Lower,0.33524904233333336,0.33524904233333336,0,0,qwen
SVK_Male_65+_Medium,0.2454780364444445,0.24547803644444446,-2.7755575615628914e-17,-1.130674500156776e-14,qwen
USA_Female_18-29_Higher,0.3669142198888889,0.3490385718888889,-0.017875647999999966,-4.871887496051032,qwen
USA_Female_18-29_Medium,0.4058676644444444,0.297852684,-0.10801498044444441,-26.613349598149526,qwen
USA_Female_30-49_Higher,0.3947606143333333,0.33229448966666664,-0.06246612466666668,-15.823798625949214,qwen
USA_Female_30-49_Lower,0.37606837588888886,0.3111965812222222,-0.06487179466666665,-17.249999953687496,qwen
USA_Female_30-49_Medium,0.3789764868888889,0.2921115722222222,-0.08686491466666668,-22.920924561774825,qwen
USA_Female_50-64_Higher,0.3197831977777778,0.3197831977777778,0,0,qwen
USA_Female_50-64_Medium,0.301358913,0.241358913,-0.06,-19.909814314999206,qwen
USA_Female_65+_Higher,0.3015873014444444,0.23280423299999997,-0.06878306844444443,-22.807017442382268,qwen
USA_Female_65+_Medium,0.30330330311111114,0.15627627644444445,-0.1470270266666667,-48.47524743665759,qwen
USA_Male_18-29_Higher,0.333606558,0.3603642991111111,0.026757741111111122,8.020747934790636,qwen
USA_Male_18-29_Medium,0.4102564106666666,0.3281196584444444,-0.08213675222222222,-20.020833334145834,qwen
USA_Male_30-49_Higher,0.35334648244444444,0.32439184733333337,-0.02895463511111107,-8.194403099983743,qwen
USA_Male_30-49_Medium,0.3547953214444444,0.32789473655555557,-0.026900584888888857,-7.582001019452868,qwen
USA_Male_50-64_Higher,0.3667861409999999,0.35253285544444446,-0.01425328555555544,-3.8859934883841327,qwen
USA_Male_50-64_Medium,0.3013888888888889,0.2791666666666667,-0.0222222222222222,-7.373271889400915,qwen
USA_Male_65+_Higher,0.34731934733333336,0.33566433577777777,-0.011655011555555594,-3.355704669216112,qwen
USA_Male_65+_Medium,0.29570707100000004,0.26984848455555555,-0.025858586444444498,-8.744662870927593,qwen
