persona_id,model,base_model,country,sex,age_group,education,base_w1,post_w1_norm,delta_w1,pct_change,base_ci_lower,base_ci_upper,post_w1_ci_lower,post_w1_ci_upper
USA_Female_50-64_Higher,qwen_lora,qwen,USA,Female,50-64,Higher,0.3197831977777778,0.3197831977777778,0,0,0.2845528455284553,0.3550135501355014,0.2845528455284553,0.3523035230352304
USA_Female_50-64_Medium,bielik_lora,bielik,USA,Female,50-64,Medium,0.27580335744444445,0.285483613,0.009680255555555572,3.509839635474881,0.2526219024780176,0.2974060751398881,0.26390087929656275,0.3078657074340528
USA_Female_50-64_Medium,qwen_lora,qwen,USA,Female,50-64,Medium,0.301358913,0.241358913,-0.06,-19.909814314999206,0.27817745803357313,0.3237410071942446,0.2181574740207834,0.26454036770583533
USA_Female_65+_Higher,bielik_lora,bielik,USA,Female,65+,Higher,0.18825396811111111,0.2293650792222222,0.0411111111111111,21.83811131505421,0.13534391534391535,0.2517460317460317,0.17867724867724868,0.2875661375661376
USA_Female_65+_Higher,qwen_lora,qwen,USA,Female,65+,Higher,0.3015873014444444,0.23280423299999997,-0.06878306844444443,-22.807017442382268,0.2433862433862434,0.35978835978835977,0.17460317460317462,0.31216931216931215
USA_Female_65+_Medium,bielik_lora,bielik,USA,Female,65+,Medium,0.15156156155555556,0.23441441422222223,0.08285285266666667,54.666138179301214,0.12453453453453456,0.1815915915915916,0.20738738738738738,0.25847597597597594
USA_Female_65+_Medium,qwen_lora,qwen,USA,Female,65+,Medium,0.30330330311111114,0.15627627644444445,-0.1470270266666667,-48.47524743665759,0.27627627627627627,0.3288663663663664,0.12174174174174175,0.19531531531531532
USA_Male_18-29_Higher,bielik_lora,bielik,USA,Male,18-29,Higher,0.32125683111111114,0.27570127555555557,-0.04555555555555557,-14.180416148038125,0.2939116575591985,0.34948998178506374,0.24473588342440802,0.3039344262295082
USA_Male_18-29_Higher,qwen_lora,qwen,USA,Male,18-29,Higher,0.333606558,0.3603642991111111,0.026757741111111122,8.020747934790636,0.29077868852459016,0.3800546448087431,0.32757741347905284,0.39132969034608384
USA_Male_18-29_Medium,bielik_lora,bielik,USA,Male,18-29,Medium,0.3547008551111111,0.28692307733333333,-0.06777777777777777,-19.108433712838433,0.319417735042735,0.3888888888888889,0.25059829059829064,0.32220619658119654
USA_Male_18-29_Medium,qwen_lora,qwen,USA,Male,18-29,Medium,0.4102564106666666,0.3281196584444444,-0.08213675222222222,-20.020833334145834,0.35790598290598286,0.4626068376068376,0.2939049145299145,0.36017094017094015
USA_Male_30-49_Higher,bielik_lora,bielik,USA,Male,30-49,Higher,0.2677251806666667,0.28994740288888887,0.0222222222222222,8.300385554652086,0.2446975673898751,0.2917307692307692,0.2685716633793556,0.3123093359631821
USA_Male_30-49_Higher,qwen_lora,qwen,USA,Male,30-49,Higher,0.35334648244444444,0.32439184733333337,-0.02895463511111107,-8.194403099983743,0.33197896120973047,0.3747140039447732,0.3020299145299145,0.348068704799474
USA_Male_30-49_Medium,bielik_lora,bielik,USA,Male,30-49,Medium,0.3647953214444445,0.28900584766666665,-0.07578947377777784,-20.77588974487985,0.3390643274853801,0.391125730994152,0.26384502923976605,0.3100730994152046
