persona_id,model,w1_norm,w1_boot_mean,w1_boot_sd,w1_ci_lower,w1_ci_upper,country,sex,age_group,education
SVK_Female_65+_Medium,gemma3,0.2170138888888889,0.21582291666666667,0.036237554032561986,0.14578993055555556,0.2882378472222221,SVK,Female,65+,Medium
SVK_Female_65+_Medium,qwen,0.21354166666666666,0.21511111111111111,0.028572910635407255,0.1648871527777778,0.2760416666666667,SVK,Female,65+,Medium
SVK_Male_18-29_Higher,bielik,0.30444444444444446,0.3067155555555556,0.050959649270329456,0.20444444444444446,0.40444444444444444,SVK,Male,18-29,Higher
SVK_Male_18-29_Higher,gemma3,0.29,0.29170888888888885,0.04974049435326214,0.19,0.38999999999999996,SVK,Male,18-29,Higher
SVK_Male_18-29_Higher,qwen,0.36666666666666664,0.3698222222222222,0.04576686805047316,0.2888888888888889,0.4669444444444442,SVK,Male,18-29,Higher
SVK_Male_18-29_Lower,bielik,0.2470760231111111,0.2448654970760234,0.038110346834013674,0.1710526315789474,0.3172514619883041,SVK,Male,18-29,Lower
SVK_Male_18-29_Lower,gemma3,0.23070175422222222,0.23766023391812865,0.0377943386048741,0.16694444444444448,0.31900584795321635,SVK,Male,18-29,Lower
SVK_Male_18-29_Lower,qwen,0.28654970755555553,0.28576608187134506,0.04559259761158924,0.19883040935672516,0.38011695906432746,SVK,Male,18-29,Lower
SVK_Male_18-29_Medium,bielik,0.23435897466666666,0.23276615384615384,0.037889368714811286,0.1617094017094017,0.307008547008547,SVK,Male,18-29,Medium
SVK_Male_18-29_Medium,gemma3,0.27333333355555556,0.2757991452991453,0.04219478124824916,0.19630341880341878,0.3589102564102563,SVK,Male,18-29,Medium
SVK_Male_18-29_Medium,qwen,0.21888888933333334,0.22102905982905982,0.028921645013859503,0.1676068376068376,0.2811111111111111,SVK,Male,18-29,Medium
SVK_Male_30-49_Higher,bielik,0.240840108,0.24252742547425474,0.027693066285444875,0.18934959349593494,0.29504065040650407,SVK,Male,30-49,Higher
SVK_Male_30-49_Higher,gemma3,0.3224932248888889,0.3230027100271003,0.03369810277564906,0.25745257452574527,0.3902439024390244,SVK,Male,30-49,Higher
SVK_Male_30-49_Higher,qwen,0.34417344133333333,0.3440677506775068,0.029111402228409765,0.2845528455284553,0.40108401084010836,SVK,Male,30-49,Higher
SVK_Male_30-49_Lower,bielik,0.3089972901111111,0.31417181571815717,0.03901112944096068,0.2366937669376694,0.3876558265582655,SVK,Male,30-49,Lower
SVK_Male_30-49_Lower,gemma3,0.4742547432222222,0.47327642276422766,0.04932740564781274,0.3766260162601626,0.5691734417344173,SVK,Male,30-49,Lower
SVK_Male_30-49_Lower,qwen,0.33333333299999995,0.3345691056910569,0.03494509681291926,0.26822493224932253,0.40379403794037944,SVK,Male,30-49,Lower
SVK_Male_30-49_Medium,bielik,0.26091030788888886,0.26141633199464526,0.024514755110141683,0.21539491298527444,0.30910307898259703,SVK,Male,30-49,Medium
SVK_Male_30-49_Medium,gemma3,0.390896921,0.39109906291834,0.031704336496732696,0.32928380187416334,0.4524765729585007,SVK,Male,30-49,Medium
SVK_Male_30-49_Medium,qwen,0.3386880856666667,0.3381070950468541,0.02518889139605871,0.29049531459170014,0.3869477911646586,SVK,Male,30-49,Medium
SVK_Male_50-64_Higher,bielik,0.28919191955555557,0.29066363636363635,0.04969123141742059,0.19314141414141414,0.38656565656565656,SVK,Male,50-64,Higher
SVK_Male_50-64_Higher,gemma3,0.3686868688888889,0.36907070707070705,0.05512861000183941,0.26262626262626265,0.4747474747474747,SVK,Male,50-64,Higher
SVK_Male_50-64_Higher,qwen,0.3080808084444444,0.3110151515151515,0.05020472658326311,0.2121212121212121,0.40909090909090906,SVK,Male,50-64,Higher
SVK_Male_50-64_Lower,bielik,0.2471527777777778,0.2474295138888889,0.0264154759972067,0.19849826388888892,0.30270833333333336,SVK,Male,50-64,Lower
SVK_Male_50-64_Lower,gemma3,0.3246527777777778,0.32561979166666666,0.0321794791463841,0.26731770833333335,0.3923611111111111,SVK,Male,50-64,Lower
SVK_Male_50-64_Lower,qwen,0.2760416666666667,0.2760225694444444,0.026000962180056444,0.22395833333333334,0.3263888888888889,SVK,Male,50-64,Lower
SVK_Male_50-64_Medium,bielik,0.20799283166666666,0.21236078853046594,0.02817759048168774,0.1613978494623656,0.2737007168458781,SVK,Male,50-64,Medium
SVK_Male_50-64_Medium,gemma3,0.328602151,0.3306272401433692,0.03664114814334987,0.2605017921146954,0.40212365591397853,SVK,Male,50-64,Medium
SVK_Male_50-64_Medium,qwen,0.2777777781111111,0.27726344086021504,0.03373181252989409,0.2168458781362007,0.34587813620071683,SVK,Male,50-64,Medium
SVK_Male_65+_Higher,bielik,0.3118300651111111,0.3144343790849673,0.06825145254015819,0.19401960784313727,0.45499999999999985,SVK,Male,65+,Higher
SVK_Male_65+_Higher,gemma3,0.3725490191111111,0.37016339869281045,0.08208992195994846,0.20915032679738563,0.5294117647058824,SVK,Male,65+,Higher
SVK_Male_65+_Higher,qwen,0.32294117622222224,0.32665647058823527,0.06726381520036144,0.20529411764705882,0.4602254901960784,SVK,Male,65+,Higher
SVK_Male_65+_Lower,bielik,0.3509961687777778,0.3510708812260536,0.046411121384775454,0.2609578544061303,0.4448659003831417,SVK,Male,65+,Lower
SVK_Male_65+_Lower,gemma3,0.39655172433333336,0.39840996168582377,0.04878026190174223,0.3045498084291188,0.5,SVK,Male,65+,Lower
SVK_Male_65+_Lower,qwen,0.33524904233333336,0.33448275862068966,0.04045675802184113,0.2567049808429119,0.4118773946360153,SVK,Male,65+,Lower
SVK_Male_65+_Medium,bielik,0.20325581422222222,0.2039328165374677,0.042383121041097795,0.12315245478036177,0.2911111111111111,SVK,Male,65+,Medium
SVK_Male_65+_Medium,gemma3,0.23436692533333334,0.23522842377260983,0.04237869969060774,0.15684754521963823,0.3222222222222222,SVK,Male,65+,Medium
SVK_Male_65+_Medium,qwen,0.24547803644444446,0.24857364341085272,0.04218613034410029,0.17054263565891473,0.3333333333333333,SVK,Male,65+,Medium
USA_Female_18-29_Higher,bielik,0.2898560734444444,0.2895958549222798,0.013066718850120616,0.26508635578583767,0.3151871042026483,USA,Female,18-29,Higher
USA_Female_18-29_Higher,gemma3,0.35348301633333334,0.3535924006908463,0.012748905026199197,0.32871329879101907,0.37881404720782963,USA,Female,18-29,Higher
USA_Female_18-29_Higher,qwen,0.3669142198888889,0.3663258491652274,0.015422639123996192,0.33638744962579153,0.3980166954519286,USA,Female,18-29,Higher
USA_Female_18-29_Medium,bielik,0.3272659171111111,0.32787328339575533,0.015351733447524418,0.29667915106117354,0.355980024968789,USA,Female,18-29,Medium
USA_Female_18-29_Medium,gemma3,0.32896379511111107,0.32868789013732835,0.01340913601402424,0.30149812734082393,0.35393258426966295,USA,Female,18-29,Medium
USA_Female_18-29_Medium,qwen,0.4058676644444444,0.4059631710362048,0.021363685648370937,0.36404494382022473,0.4452091136079899,USA,Female,18-29,Medium
USA_Female_30-49_Higher,bielik,0.30007226744444443,0.30073486901535684,0.011713772331227201,0.2788324299909666,0.3240108401084011,USA,Female,30-49,Higher
USA_Female_30-49_Higher,gemma3,0.32007226744444445,0.3204177958446251,0.01169622870823895,0.29794037940379403,0.34357046070460706,USA,Female,30-49,Higher
USA_Female_30-49_Higher,qwen,0.3947606143333333,0.3945356820234869,0.011417752766299931,0.3721657633242999,0.4164408310749774,USA,Female,30-49,Higher
USA_Female_30-49_Lower,bielik,0.3516239314444445,0.3509403418803419,0.04866106092843247,0.24905982905982904,0.43709401709401713,USA,Female,30-49,Lower
USA_Female_30-49_Lower,gemma3,0.37606837633333334,0.37504273504273505,0.08059358394796937,0.23055555555555557,0.5384615384615385,USA,Female,30-49,Lower
USA_Female_30-49_Lower,qwen,0.37606837588888886,0.3759145299145299,0.047298484500108824,0.28205128205128205,0.4700854700854701,USA,Female,30-49,Lower
USA_Female_30-49_Medium,bielik,0.24342093133333334,0.2431789672660212,0.01287242029773362,0.21851313969571232,0.2683287229137851,USA,Female,30-49,Medium
USA_Female_30-49_Medium,gemma3,0.2706316275555556,0.2700995850622407,0.012881358004498767,0.24573536191793455,0.29644997694790226,USA,Female,30-49,Medium
USA_Female_30-49_Medium,qwen,0.3789764868888889,0.37870954356846476,0.012622899097684784,0.35360765329645,0.4029506685108345,USA,Female,30-49,Medium
USA_Female_50-64_Higher,bielik,0.3053387533333333,0.30508672086720867,0.018199491708561538,0.27010840108401085,0.3432791327913279,USA,Female,50-64,Higher
USA_Female_50-64_Higher,gemma3,0.257181572,0.25641463414634147,0.02375965575497057,0.21375338753387535,0.30596205962059625,USA,Female,50-64,Higher
USA_Female_50-64_Higher,qwen,0.3197831977777778,0.3192493224932249,0.01828208077796792,0.2845528455284553,0.3550135501355014,USA,Female,50-64,Higher
USA_Female_50-64_Medium,bielik,0.27580335744444445,0.2761750599520384,0.011212595747276293,0.2526219024780176,0.2974060751398881,USA,Female,50-64,Medium
USA_Female_50-64_Medium,gemma3,0.20703437322222223,0.20670023980815347,0.018979199052492356,0.1718625099920064,0.24542366107114305,USA,Female,50-64,Medium
USA_Female_50-64_Medium,qwen,0.301358913,0.3010223820943245,0.011760389218485014,0.27817745803357313,0.3237410071942446,USA,Female,50-64,Medium
USA_Female_65+_Higher,bielik,0.18825396811111111,0.19044179894179894,0.029019777378138795,0.13534391534391535,0.2517460317460317,USA,Female,65+,Higher
USA_Female_65+_Higher,gemma3,0.1746031752222222,0.17487301587301587,0.04575700659989144,0.10052910052910052,0.2698412698412698,USA,Female,65+,Higher
USA_Female_65+_Higher,qwen,0.3015873014444444,0.30058730158730157,0.02944302788762261,0.2433862433862434,0.35978835978835977,USA,Female,65+,Higher
USA_Female_65+_Medium,bielik,0.15156156155555556,0.15157255255255256,0.01440632215991693,0.12453453453453456,0.1815915915915916,USA,Female,65+,Medium
USA_Female_65+_Medium,gemma3,0.10510510555555555,0.1040960960960961,0.027111498144328512,0.05405405405405406,0.15915915915915915,USA,Female,65+,Medium
USA_Female_65+_Medium,qwen,0.30330330311111114,0.30291591591591593,0.013495669084376142,0.27627627627627627,0.3288663663663664,USA,Female,65+,Medium
USA_Male_18-29_Higher,bielik,0.32125683111111114,0.3217941712204007,0.014522118583582766,0.2939116575591985,0.34948998178506374,USA,Male,18-29,Higher
USA_Male_18-29_Higher,gemma3,0.349253188,0.3491666666666667,0.017224137589225898,0.3137112932604736,0.38112932604735883,USA,Male,18-29,Higher
USA_Male_18-29_Higher,qwen,0.333606558,0.3351730418943534,0.023347768520642635,0.29077868852459016,0.3800546448087431,USA,Male,18-29,Higher
USA_Male_18-29_Medium,bielik,0.3547008551111111,0.3546559829059829,0.01797392375917893,0.319417735042735,0.3888888888888889,USA,Male,18-29,Medium
USA_Male_18-29_Medium,gemma3,0.35256410288888884,0.35252457264957265,0.01798604197102401,0.31837606837606836,0.38675213675213677,USA,Male,18-29,Medium
USA_Male_18-29_Medium,qwen,0.4102564106666666,0.4104316239316239,0.02640994886500825,0.35790598290598286,0.4626068376068376,USA,Male,18-29,Medium
USA_Male_30-49_Higher,bielik,0.2677251806666667,0.26847455621301775,0.011988025976459996,0.2446975673898751,0.2917307692307692,USA,Male,30-49,Higher
USA_Male_30-49_Higher,gemma3,0.36883629177777777,0.3688172255095332,0.01160343740545013,0.3458168967784352,0.3908694937541091,USA,Male,30-49,Higher
USA_Male_30-49_Higher,qwen,0.35334648244444444,0.35343885601577907,0.011118986677338814,0.33197896120973047,0.37471400394477317,USA,Male,30-49,Higher
USA_Male_30-49_Medium,bielik,0.3647953214444445,0.3648988304093567,0.013067538910027154,0.3390643274853801,0.39112573099415204,USA,Male,30-49,Medium
USA_Male_30-49_Medium,gemma3,0.3450292394444444,0.3438900584795322,0.018390080824849758,0.3087719298245614,0.38070175438596493,USA,Male,30-49,Medium
USA_Male_30-49_Medium,qwen,0.3547953214444444,0.3556604678362573,0.014891615823934185,0.3255555555555556,0.3828654970760234,USA,Male,30-49,Medium
